4.411980234716662008e-01,3.546323585510253729e-01,3.051095403730869071e-01,2.874048574268817657e-01,2.531404190137982457e-01,2.455924781411886193e-01,2.312276937440037594e-01,2.287612321600318022e-01,2.266768249124288537e-01,2.082660757377743643e-01,2.156464550271630365e-01,2.123278449848294280e-01,2.052923389524221320e-01,2.030417575687170073e-01,1.923980111628770806e-01,2.021997026354074578e-01,1.931174448877573113e-01,1.939615153521299373e-01,2.024316582083701965e-01,1.926682028174400430e-01,1.851354470103979133e-01,1.946611122041940756e-01,1.832953117974102375e-01,1.937917135655879974e-01,1.838840058445930514e-01,1.803395891003310714e-01,1.865161352977156572e-01,1.851672261580824819e-01,1.830469479039311398e-01,1.837241986393928495e-01,1.767357962206005939e-01,1.869077370315790076e-01,1.773046062141656887e-01,1.799203462898731343e-01,1.760115110129117921e-01,1.821044410392642088e-01,1.751220340654253971e-01,1.705009657889604568e-01,1.785126099921763021e-01,1.736872231215238482e-01,1.739774233102798495e-01,1.747388641163706846e-01,1.770067042112350442e-01,1.822997529990971199e-01,1.795327313616871812e-01,1.735333872586488635e-01,1.783672712929546822e-01,1.735552062653005212e-01,1.751098082587122795e-01,1.715269626304507244e-01,1.772111045196652357e-01,1.685866809263825428e-01,1.684486712701618594e-01,1.643299373053014323e-01,1.693189495988190185e-01,1.699981506913900431e-01,1.756634438410401289e-01,1.644444041512906629e-01,1.747714765742421072e-01,1.693737358227372092e-01,3.024408345296978951e+01
7.097590799678274998e-01,9.050280968352999444e-01,9.249835921698590369e-01,9.379760497162962229e-01,9.437463730754821478e-01,9.551259843656696447e-01,9.501515035265604148e-01,9.530188266850234680e-01,9.590824309405818759e-01,9.624220741364345466e-01,9.584103950447787623e-01,9.583655144899959621e-01,9.649607603496750396e-01,9.622575184245120150e-01,9.641674426878669157e-01,9.623413744740153541e-01,9.646904716743572861e-01,9.661629517543127710e-01,9.602884586580592297e-01,9.699456065391993675e-01,9.664282245586613973e-01,9.660111515112823621e-01,9.687838145447940086e-01,9.653210606325381971e-01,9.665663244637009432e-01,9.707821489980612562e-01,9.657285157057838854e-01,9.696359947721007178e-01,9.660102025899948153e-01,9.663530988590568471e-01,9.677999911347408002e-01,9.668217031551314955e-01,9.654593882488891055e-01,9.685326292144441629e-01,9.665612365007799633e-01,9.731860165591829093e-01,9.690207072701687574e-01,9.684264488418734551e-01,9.703559625379390985e-01,9.684232381782930110e-01,9.693542929187919377e-01,9.728111171988602646e-01,9.682544726496635779e-01,9.646480115894172647e-01,9.655164443175621170e-01,9.737989536745993435e-01,9.678525757162498300e-01,9.679360469794917599e-01,9.696823605409596869e-01,9.728649358694684279e-01,9.700242917803069131e-01,9.663834858157929197e-01,9.714259889669084602e-01,9.719631100910279820e-01,9.692454972239933353e-01,9.679129682500569043e-01,9.693448457040310107e-01,9.681316972434543811e-01,9.706331182512851763e-01,9.701094144028710176e-01,1.732732038267906205e+02
2.373527498096582311e-01,4.119833845335769129e-01,5.262327671708176835e-01,5.792851680704543815e-01,6.293128926758337904e-01,6.560619149563241548e-01,6.764037282371370141e-01,6.809071865452704930e-01,6.863735768840436569e-01,7.093582227344319424e-01,7.000336437601093476e-01,7.058095823606623798e-01,7.225459039148403040e-01,7.266550473540239752e-01,7.345076551291228606e-01,7.241671636077180452e-01,7.351325228586667038e-01,7.398810672783961984e-01,7.180531608367863861e-01,7.344683045776474462e-01,7.475632543588058843e-01,7.349630890821755580e-01,7.512380898895705261e-01,7.336103808347342881e-01,7.415378569374110329e-01,7.548949105014344241e-01,7.410235826433172468e-01,7.421376905402504720e-01,7.618371990723485920e-01,7.547044103875751864e-01,7.610589903167492842e-01,7.448024330891577227e-01,7.572449615169166703e-01,7.548933089882011727e-01,7.598001184213434289e-01,7.521239939145222264e-01,7.591417835573227579e-01,7.657692025703839445e-01,7.575314014099328030e-01,7.677845937624262485e-01,7.683571397509596501e-01,7.684383711892873725e-01,7.593951748255229894e-01,7.589209686408352473e-01,7.614954368773050319e-01,7.668921723257704492e-01,7.626352876703499373e-01,7.585694237360273151e-01,7.682885920906429300e-01,7.688778853052593565e-01,7.591439540059724544e-01,7.724363764758804818e-01,7.731378056803586141e-01,7.818311673368463222e-01,7.728913077388832598e-01,7.707605731107325386e-01,7.631448050109560510e-01,7.795442856536415333e-01,7.634400475073639392e-01,7.772575860294643757e-01,1.382305819661377484e+02
3.397750675877535542e-01,5.488015064706163182e-01,6.588980971017736055e-01,7.079297354315889912e-01,7.497006495025158035e-01,7.727254104904593968e-01,7.853326741525985533e-01,7.890405746057880254e-01,7.951883124822406446e-01,8.130386619956698757e-01,8.048031727496318677e-01,8.090202915126414318e-01,8.233096365611416445e-01,8.239608190337931459e-01,8.307742725016278307e-01,8.230968622644112553e-01,8.308077813674275003e-01,8.346435269573979632e-01,8.184253742097066242e-01,8.324261364571000632e-01,8.399288234525549290e-01,8.314935821034339369e-01,8.427621478917473041e-01,8.298348368908539108e-01,8.363172332641585216e-01,8.463725089397200474e-01,8.348259169421915482e-01,8.375111522303039235e-01,8.488637772357945366e-01,8.446058568705587799e-01,8.485572713156037672e-01,8.384890710006931425e-01,8.456891803387935891e-01,8.454628119395033448e-01,8.478294378477775339e-01,8.454983084982342634e-01,8.484772117133690950e-01,8.518402500929243004e-01,8.480858906714645595e-01,8.535556668602893859e-01,8.544617427665254228e-01,8.559588081581201990e-01,8.479827693278737533e-01,8.460739489204260888e-01,8.483519336144103029e-01,8.549353480326403742e-01,8.499308765587406667e-01,8.470839997529323595e-01,8.549920504818218081e-01,8.562536278565135994e-01,8.486399495378965652e-01,8.560188821355652067e-01,8.582920829831971465e-01,8.641781568858800666e-01,8.567258847680158107e-01,8.557198128295615547e-01,8.512303446894944337e-01,8.610666935046390469e-01,8.514377409154666454e-01,8.603164168468565576e-01,1.533000281377156284e+02
3.368471273498308549e-01,5.307022273777570742e-01,6.273933612166168183e-01,6.726425896385269665e-01,7.120646153558709557e-01,7.368915721538228381e-01,7.494530915960226913e-01,7.528529944972198740e-01,7.611729175576726902e-01,7.796143782577363845e-01,7.692268013151255523e-01,7.733476028320092066e-01,7.887049700876122005e-01,7.895710496938482814e-01,7.972073850121990102e-01,7.888827721055471365e-01,7.977454998996675872e-01,8.012762900727000703e-01,7.837434211764933156e-01,8.008285510610697600e-01,8.070259839283540071e-01,7.983601466548084780e-01,8.112387085512680063e-01,7.976040587852710750e-01,8.045323367337767761e-01,8.146687744163029210e-01,8.027498427755841437e-01,8.048494972026871697e-01,8.162741223465613816e-01,8.117685298621571954e-01,8.168499103365851610e-01,8.061114984159093444e-01,8.144200380134176687e-01,8.137066067949634274e-01,8.157812486792457296e-01,8.138626540118005792e-01,8.181756867584811799e-01,8.220269227603129725e-01,8.165925936808936525e-01,8.228942237196430476e-01,8.230811571732580267e-01,8.247692597343017074e-01,8.156804886538329136e-01,8.131761006021759330e-01,8.168317574320450580e-01,8.245707641112021147e-01,8.181293656454476926e-01,8.162070130474521346e-01,8.235878012059242304e-01,8.264480227066323126e-01,8.186587833181034890e-01,8.233591106178582697e-01,8.273031467754549118e-01,8.338459216012467090e-01,8.259469721549926868e-01,8.243022427484890668e-01,8.195797027010567337e-01,8.304191094951298702e-01,8.205227715811296285e-01,8.287175713526047094e-01,1.477633955691406982e+02
7.943283582089551942e+01,8.376500000000000057e+01,8.656999999999999318e+01,8.793000000000000682e+01,8.938500000000000512e+01,9.013500000000000512e+01,9.079000000000000625e+01,9.073999999999999488e+01,9.115500000000000114e+01,9.187000000000000455e+01,9.131000000000000227e+01,9.145999999999999375e+01,9.198499999999999943e+01,9.201999999999999602e+01,9.240999999999999659e+01,9.209999999999999432e+01,9.242499999999999716e+01,9.245999999999999375e+01,9.193000000000000682e+01,9.254500000000000171e+01,9.271500000000000341e+01,9.243500000000000227e+01,9.291500000000000625e+01,9.244499999999999318e+01,9.274500000000000455e+01,9.298999999999999488e+01,9.264000000000000057e+01,9.259499999999999886e+01,9.305500000000000682e+01,9.285999999999999943e+01,9.306499999999999773e+01,9.274500000000000455e+01,9.315500000000000114e+01,9.298499999999999943e+01,9.307999999999999829e+01,9.291500000000000625e+01,9.329000000000000625e+01,9.342499999999999716e+01,9.309499999999999886e+01,9.339000000000000057e+01,9.331000000000000227e+01,9.332500000000000284e+01,9.298000000000000398e+01,9.290500000000000114e+01,9.317499999999999716e+01,9.333499999999999375e+01,9.312999999999999545e+01,9.315500000000000114e+01,9.334499999999999886e+01,9.351500000000000057e+01,9.328499999999999659e+01,9.326500000000000057e+01,9.345499999999999829e+01,9.371500000000000341e+01,9.340999999999999659e+01,9.340999999999999659e+01,9.318000000000000682e+01,9.362999999999999545e+01,9.321999999999999886e+01,9.343999999999999773e+01,1.673200000000000000e+04
2.636708590554743825e-01,4.021367521367522069e-01,4.822527472527473047e-01,4.813064713064712508e-01,4.279453879453879450e-01,5.700610500610501230e-01,4.478937728937727458e-01,6.734798534798533964e-01,5.171245421245422857e-01,5.267499167499167800e-01,6.335897435897435148e-01,6.463003663003662469e-01,5.676251526251524515e-01,5.157786657786658235e-01,6.384615384615384137e-01,7.368498168498167633e-01,6.156166056166054723e-01,5.799267399267402645e-01,6.267521367521367015e-01,6.746886446886445343e-01,6.185958485958487074e-01,6.186202686202686429e-01,5.674963924963924988e-01,6.264590964590964761e-01,5.600233100233100725e-01,5.958058608058608430e-01,4.411726307880153297e-01,5.792768342768345180e-01,5.844444444444442111e-01,6.695787545787545980e-01,6.216849816849816524e-01,6.220512820512819063e-01,6.845054945054943607e-01,6.614529914529915233e-01,5.173992673992675595e-01,6.546825396825395327e-01,6.863736263736264220e-01,4.949694749694749096e-01,5.778510378510376411e-01,5.276190476190476542e-01,5.443284493284492598e-01,6.266849816849815458e-01,5.847619047619047050e-01,6.596764346764347753e-01,7.379853479853479836e-01,6.085470085470086055e-01,6.095787545787546557e-01,5.864163614163612204e-01,6.729365079365081659e-01,6.035653235653236637e-01,6.408302808302809295e-01,6.228632478632478708e-01,6.847619047619047938e-01,5.587484737484738062e-01,5.764468864468864640e-01,6.698717948717950454e-01,5.454578754578753852e-01,6.280402930402929629e-01,6.720146520146518254e-01,6.135775335775336403e-01,0.000000000000000000e+00
5.892673992673993499e-01,4.983333333333332948e-01,5.805860805860805218e-01,6.884981684981685834e-01,7.301343101343100717e-01,7.416300366300366820e-01,7.067032967032966795e-01,6.663125763125760104e-01,7.119291819291820866e-01,7.717826617826617497e-01,7.054578754578754163e-01,7.818681318681318659e-01,6.883455433455433203e-01,8.081318681318681030e-01,6.954578754578755184e-01,7.155677655677656901e-01,8.192673992673991101e-01,8.602625152625151816e-01,7.930586080586078390e-01,7.094688644688642576e-01,7.388278388278387565e-01,8.283150183150181922e-01,8.063492063492062600e-01,8.110073260073259460e-01,7.765934065934064767e-01,7.281684981684981572e-01,8.262637362637362815e-01,7.841025641025641812e-01,7.919047619047615560e-01,7.380952380952378045e-01,8.496581196581196593e-01,8.384615384615382583e-01,7.616300366300364777e-01,7.352380952380953572e-01,7.546886446886447164e-01,7.505494505494505475e-01,6.976007326007325204e-01,8.074236874236875305e-01,7.994017094017095149e-01,7.845787545787547002e-01,8.197069597069595037e-01,8.091941391941390727e-01,8.216117216117213573e-01,7.760073260073259149e-01,7.465567765567764358e-01,7.297924297924296422e-01,7.698534798534798496e-01,8.550366300366299965e-01,8.348351648351649557e-01,8.028937728937728391e-01,8.482600732600731330e-01,7.949389499389498681e-01,7.932051282051282293e-01,8.070146520146519453e-01,8.050915750915751401e-01,8.119597069597067618e-01,8.121062271062271520e-01,7.410134310134310898e-01,8.859706959706958873e-01,7.487912087912087511e-01,0.000000000000000000e+00
3.490994977872804994e-01,4.235717274178812386e-01,4.897936050877228498e-01,5.447536605121744424e-01,5.201747376753329544e-01,6.013343519225871070e-01,5.301508747662593279e-01,6.343238812469578214e-01,5.735058958135881291e-01,6.021159182697644052e-01,6.403479426556346610e-01,6.811488511488508202e-01,6.088615808525307260e-01,6.082504574359778315e-01,6.524881101804178574e-01,6.967909867909863886e-01,6.692818472575554622e-01,6.693052698935049172e-01,6.764864195633423227e-01,6.667585406046940832e-01,6.487597169045130618e-01,6.761536248938009308e-01,6.323467953974180045e-01,6.831210669672208580e-01,6.247190416421185555e-01,6.319311457772994745e-01,5.575406734516048513e-01,6.417161370555035660e-01,6.441737046261929445e-01,6.837979114902189570e-01,6.819647651440932101e-01,6.863030986107907516e-01,7.007074976305742720e-01,6.767406952022334554e-01,5.910407193557943861e-01,6.677475114126696365e-01,6.601141593449283418e-01,5.854225733780388241e-01,6.347064473987547029e-01,6.093051393051391873e-01,6.344543942733985586e-01,6.656790218328678677e-01,6.521100267254111849e-01,6.800234177454941298e-01,7.179335194719805857e-01,6.416301948428644319e-01,6.592364046210199557e-01,6.730127564742947044e-01,7.268901611209301894e-01,6.635082162683972884e-01,7.097175047175043883e-01,6.712087080710559261e-01,7.081618381618379754e-01,6.318493472339624661e-01,6.492783285090976131e-01,7.047640393794235569e-01,6.203689472920241865e-01,6.571967800927075443e-01,7.391633153171609516e-01,6.527361100438021646e-01,0.000000000000000000e+00
3.557003726116019782e-01,4.180886193044182075e-01,4.950104980526434106e-01,5.487272202161371792e-01,5.310055451240515145e-01,6.141388507690102028e-01,5.348928330571118828e-01,6.421310818132796028e-01,5.792729646496656004e-01,6.119124852646885548e-01,6.456215379990084546e-01,6.882537566840233323e-01,6.083616570517499378e-01,6.209780891139562442e-01,6.510182301068645483e-01,7.035665225797370637e-01,6.815713868606138037e-01,6.819996354698918406e-01,6.829780091169539435e-01,6.698374293843023519e-01,6.541710715292554656e-01,6.872724855984577719e-01,6.484139131118972221e-01,6.915061824784805022e-01,6.339633236008186401e-01,6.358857288029180488e-01,5.773599339840191913e-01,6.496813194824297977e-01,6.546375190307089920e-01,6.841818251005625795e-01,6.977143559110555726e-01,6.972083278034035825e-01,7.040366248741475319e-01,6.787394491308715860e-01,6.004514506166678256e-01,6.753601839919433081e-01,6.674265889821131559e-01,6.027905284376168238e-01,6.489630355233469983e-01,6.196217241591834846e-01,6.457057587489548611e-01,6.800793012438478558e-01,6.647913127575811876e-01,6.890387138482482188e-01,7.227352738758896500e-01,6.454793479595296590e-01,6.643118311264312181e-01,6.848123066566835782e-01,7.309441388167016163e-01,6.727922395569801983e-01,7.173674491659486341e-01,6.798297543295964696e-01,7.154733641415379486e-01,6.446881986325937453e-01,6.584427466349567215e-01,7.134425878202698135e-01,6.364696804685188170e-01,6.603866018615789368e-01,7.497340329650190593e-01,6.577508830653912009e-01,0.000000000000000000e+00
